"CityName","CountryName"
"West Rachaelmouth","Albania"
"Hernandezchester","Falkland Islands (Malvinas)"
"Johnsonfurt","India"
"South Danny","Christmas Island"
"Lake Stanleyfort","Cambodia"
"West Debra","Cyprus"
"Millerville","Netherlands"
"Garciaton","Macao"
"East Erin","Namibia"
"Lewisside","Svalbard & Jan Mayen Islands"
"Alexanderville","United Arab Emirates"
"Victoriabury","New Caledonia"
"Smithside","Eritrea"
"Michaelmouth","Senegal"
"East Kevinhaven","British Virgin Islands"
"New Williamshire","Oman"
"Cherryside","Honduras"
"New Bryan","Germany"
"Lake Patriciahaven","Italy"
"Vincenttown","Mozambique"
"Kevinborough","Cyprus"
"West Tracey","Belize"
"West Jamesbury","Kyrgyz Republic"
"Port Matthewtown","Venezuela"
"North Dennis","Paraguay"
"Orrland","Angola"
"Aprilport","Madagascar"
"Navarrostad","United Kingdom"
"South Johnchester","Myanmar"
"Willisburgh","Portugal"
"Lake Sean","Northern Mariana Islands"
"West Lisa","Samoa"
"Lake Michellefurt","Dominica"
"Riverashire","Costa Rica"
"Port Robertochester","British Indian Ocean Territory (Chagos Archipelago)"
"East Joe","Cuba"
"Courtneyberg","Germany"
"Lake Sarah","Lao People's Democratic Republic"
"Lake Jasmineview","Saint Pierre and Miquelon"
"Harrisstad","Switzerland"
"Fosterfurt","Brazil"
"East Elizabethhaven","Paraguay"
"Johntown","Belarus"
"Port Matthew","Moldova"
"Victoriaview","Djibouti"
"Wilsonfort","Angola"
"Port Joelside","Fiji"
"Lake Matthewville","Bouvet Island (Bouvetoya)"
"East Arthurstad","Egypt"
"Nicholstown","Lebanon"
"Port Katrina","Canada"
"Scottton","Korea"
"Garyshire","Reunion"
"West Ryanbury","United States Virgin Islands"
"Jessicamouth","Somalia"
"Mollyfort","China"
"Spencerside","Micronesia"
"North Spencer","Djibouti"
"Robinsonside","Bolivia"
"Pearsonfurt","United Kingdom"
"Meganview","Bahamas"
"Port Debraport","Paraguay"
"Thomastown","Niue"
"Lake Robertborough","China"
"Port Samuel","Cameroon"
"Lutzchester","Moldova"
"New Kimberlyton","Austria"
"Brownfurt","Pitcairn Islands"
"West Michael","Kiribati"
"East Lesliefurt","Montserrat"
"Lisatown","Liberia"
"Millerbury","Saint Barthelemy"
"Millerhaven","Central African Republic"
"Port Jorgeview","Mozambique"
"South Sheila","Jordan"
"Carlsonberg","Guinea"
"Cuevastown","Mali"
"Robertshire","Oman"
"Melissaview","Tokelau"
"Leahfurt","Mexico"
"Williamsfort","Guam"
"Perrytown","Congo"
"West Erica","British Virgin Islands"
"West Christopherland","Monaco"
"New Kim","Portugal"
"North Susanside","Estonia"
"Lake Carrie","Romania"
"West Rachel","Myanmar"
"South Phyllisville","Chile"
"Sanchezport","Cayman Islands"
"Lake Kellistad","Burkina Faso"
"Marshallville","Fiji"
"Russellport","Martinique"
"South Saramouth","Marshall Islands"
"Lake Ginatown","El Salvador"
"Johnnyton","French Polynesia"
"New Taylorton","Guatemala"
"Christophermouth","Equatorial Guinea"
"Kaitlynland","Saint Vincent and the Grenadines"
"South Kristina","Bouvet Island (Bouvetoya)"
"Port Michaelside","Korea"
"West Michelleberg","Ireland"
"Port Deborahtown","Germany"
"Connieborough","Congo"
"South Lisa","Timor-Leste"
"East Wendyfurt","El Salvador"
"Richardland","Martinique"
"New Robertview","Palau"
"Ryanport","Zimbabwe"
"South Ryan","Tuvalu"
"Weberside","Timor-Leste"
"Kimberlyberg","Lebanon"
"Port Andrewshire","Venezuela"
"West Melissamouth","Tajikistan"
"Woodfurt","Croatia"
"Lake Deborahfurt","Honduras"
"Susanside","Botswana"
"East Beth","Tajikistan"
"New Patrick","Rwanda"
"Jerryville","Cambodia"
"Port Robert","Slovakia (Slovak Republic)"
"North Michaelberg","Comoros"
"Baileyhaven","Syrian Arab Republic"
"Lake Calebbury","Yemen"
"Lloydland","Kyrgyz Republic"
"Jessicaland","Tajikistan"
"West Kathryn","Thailand"
"Jonathanton","Barbados"
"Gibsonbury","Colombia"
"Bethanymouth","Mali"
"Davisberg","Azerbaijan"
"North Autumnmouth","Barbados"
"Emmaberg","Seychelles"
"Port Brooke","Taiwan"
"Rhondatown","Burundi"
"West Jackson","Canada"
"Port Tracey","Iraq"
"New Amandaville","Botswana"
"Smithshire","British Virgin Islands"
"New Christopherton","Angola"
"North Johnport","Guernsey"
"Lake Calvinside","Equatorial Guinea"
"Ericaberg","South Georgia and the South Sandwich Islands"
"West Alan","Lao People's Democratic Republic"
"Jackieberg","Bahrain"
"North Christopherhaven","Uganda"
"Wilsontown","Sri Lanka"
"Garrettfort","Saint Helena"
"Powelltown","Turkmenistan"
"Michaelbury","Sweden"
"Hunterton","Namibia"
"East Karen","Australia"
"North Robert","United Kingdom"
"Weisshaven","Heard Island and McDonald Islands"
"Michaelfurt","Falkland Islands (Malvinas)"
"Edwardschester","Gabon"
"Kathyfurt","Switzerland"
"Petersonmouth","Netherlands Antilles"
"Port Clintonport","Antarctica (the territory South of 60 deg S)"
"West Sarah","Antigua and Barbuda"
"South Christinaside","Eritrea"
"Hodgestad","Tajikistan"
"West Georgeland","Aruba"
"Burchside","Lebanon"
"Johnburgh","Uganda"
"South Tonyaborough","United States Virgin Islands"
"Virginiamouth","Turkmenistan"
"Singletonmouth","Saint Barthelemy"
"Charlenebury","Chad"
"Donnashire","Congo"
"Johnshire","Turkmenistan"
"East Cassandra","Bouvet Island (Bouvetoya)"
"North Rickyport","Guam"
"Benjaminchester","Solomon Islands"
"East Benjaminville","Philippines"
"Williemouth","Slovenia"
"Lewiston","Yemen"
"Michaelmouth","Austria"
"Port Allisonfort","Ireland"
"West Jesseborough","Samoa"
"Potterville","Saint Vincent and the Grenadines"
"Floydstad","Ecuador"
"New Chelsea","Ukraine"
"Randyburgh","Sao Tome and Principe"
"Scottport","Kiribati"
"Newmanbury","Trinidad and Tobago"
"West Victoriafort","Poland"
"Skinnerville","Brunei Darussalam"
"Poolebury","Niue"
"Andreafort","Hong Kong"
"Kyleport","Wallis and Futuna"
"Port Jennifer","Turkey"
"Fosterfurt","Luxembourg"
"Matthewshire","Sierra Leone"
"Alexanderview","Russian Federation"
"Taylorberg","United States Minor Outlying Islands"
"Lake Tiffanyburgh","New Zealand"
"New Joanmouth","Comoros"
"Gilmoreland","Isle of Man"
"Stevenberg","French Guiana"
"West Kurt","Isle of Man"
"East Jessicabury","Ireland"
"East Travis","Turks and Caicos Islands"
"Marytown","Falkland Islands (Malvinas)"
"Perezfort","Guadeloupe"
"North Ryantown","Mozambique"
"Hugheston","Paraguay"
"Lopezbury","Burkina Faso"
"West Jacob","Guinea"
"Karaville","Denmark"
"West Jeffreyside","Grenada"
"Port Jameston","New Zealand"
"Wilsonborough","Isle of Man"
"West Sarah","Greenland"
"East Debbiemouth","Togo"
"Jamesshire","Ghana"
"South Keith","Qatar"
"Lake Jeffreyport","New Caledonia"
"Bakerfort","Malaysia"
"West Joseph","Finland"
"Bellburgh","Honduras"
"Port Evan","Kenya"
"Travisshire","Samoa"
"Perezburgh","Azerbaijan"
"Lake Tonyaville","Macao"
"West Lauren","Lao People's Democratic Republic"
"Jasonshire","Tanzania"
"North Christopher","Guatemala"
"South Michelleburgh","Turkmenistan"
"Port Janicemouth","Colombia"
"Brianberg","Bhutan"
"Port Kylie","Guadeloupe"
"Phelpsstad","Mayotte"
"New Michaelfort","Svalbard & Jan Mayen Islands"
"Brianborough","Comoros"
"New Tammyton","United States Virgin Islands"
"Henryburgh","Taiwan"
"Fosterchester","New Caledonia"
"Adkinsborough","Bosnia and Herzegovina"
"Johnsonville","Korea"
"Nealstad","Uganda"
"Annaport","Congo"
"East Cristina","Guinea-Bissau"
"West Eric","Serbia"
"Lauraton","Gabon"
"Port Crystalside","Malta"
"Perezport","Syrian Arab Republic"
"Loweshire","United States Minor Outlying Islands"
"South Mary","Niue"
"Martinezstad","Philippines"
"Sanchezside","Comoros"
"Jenniferhaven","Syrian Arab Republic"
"Jenniferview","United States of America"
"Ellisfurt","Poland"
"Lake Sharonstad","Turkey"
"Julieshire","Malaysia"
"South Samantha","Nicaragua"
"Kristiport","Jordan"
"Hoffmanview","Slovenia"
"Ericberg","Turks and Caicos Islands"
"Andersonland","Mauritius"
"Jacksonport","Hong Kong"
"Roachburgh","Liberia"
"Lake Faithview","Trinidad and Tobago"
"New Calebhaven","Estonia"
"New Denisebury","Niue"
"Michaelton","Vanuatu"
"Kellyport","Cape Verde"
"Lake Jenniferburgh","Denmark"
"Dianeborough","Barbados"
"Pageton","Mali"
"New Daniel","Korea"
"West Ellenbury","Botswana"
"North Jenniferland","Samoa"
"New Elizabethmouth","Dominica"
"Troyport","Monaco"
"West Davidville","Morocco"
"Shannontown","Belarus"
"South Robert","Guinea-Bissau"
"New Sallyfort","Greece"
"New Christinebury","Bolivia"
"South Katieville","Libyan Arab Jamahiriya"
"Port David","Palau"
"New Ariana","Guinea"
"Port Dustinchester","Cape Verde"
"New Barbaraland","United States Virgin Islands"
"New Daltonberg","Macao"
"Angelamouth","Eritrea"
"West Vickiebury","Nepal"
"Jamieburgh","Georgia"
"East Mark","Maldives"
"South Amy","Macedonia"
"Kathleenhaven","Bulgaria"
"Laurenview","French Guiana"
"Brookston","Syrian Arab Republic"
"Bridgetborough","Iceland"
"Christinaland","Kazakhstan"
"Scottfurt","Norway"
"West Timothychester","Sweden"
"Port Cynthiaville","Aruba"
"West Calvinport","French Southern Territories"
"Heatherchester","France"
"New Sharon","British Virgin Islands"
"South Tracy","Samoa"
"East Courtneyshire","Sao Tome and Principe"
"East Scottmouth","Austria"
"North Austin","Cameroon"
"Rodriguezville","Uzbekistan"
"Vasquezmouth","Saint Helena"
"South Cynthiaview","Cyprus"
"West Mark","Micronesia"
"Port Michaelton","Niger"
"Laurenstad","Suriname"
"West Juanton","Cape Verde"
"South Tony","Macao"
"Colleenland","Guinea"
"Solomonville","Cayman Islands"
"West Timothyhaven","El Salvador"
"Lozanochester","Croatia"
"Edwardstown","Spain"
"North Jennifer","Cameroon"
"South Sarahmouth","Bangladesh"
"New Kevinland","Central African Republic"
"Marktown","Cook Islands"
"South Joannaport","Nigeria"
"North Yolanda","Guatemala"
"Hortonburgh","Svalbard & Jan Mayen Islands"
"Port Marieburgh","Lesotho"
"Moyerton","Northern Mariana Islands"
"Whitneyfurt","Cocos (Keeling) Islands"
"Smithside","Palau"
"East Danielland","Martinique"
"South Coreyview","Cuba"
"Aaronmouth","Japan"
"Diazside","Belize"
"North Evanshire","Netherlands"
"East Stevenfort","Egypt"
"Erinborough","Puerto Rico"
"Christyland","Sierra Leone"
"Cherylville","Congo"
"Port Shannonshire","Nicaragua"
"Mclaughlinfort","Slovakia (Slovak Republic)"
"Debramouth","Mali"
"Simmonsport","Norway"
"North Emilybury","Cocos (Keeling) Islands"
"North Danielle","Switzerland"
"North Lisa","Hong Kong"
"East Taylor","Vanuatu"
"Miketon","Nepal"
"West Scotthaven","Heard Island and McDonald Islands"
"East James","Bosnia and Herzegovina"
"New Leah","Malawi"
"Hudsonville","Israel"
"Jeanport","Kenya"
"Mendezfurt","Vietnam"
"East Kenneth","Iran"
"Port Jeremy","Swaziland"
"Santiagoville","Uzbekistan"
"Avilaside","Sweden"
"Emilyshire","Kuwait"
"North Jasonfurt","Reunion"
"New Alexandramouth","Cape Verde"
"Lake Daltonmouth","Turkmenistan"
"Sarahtown","Turks and Caicos Islands"
"Port Jamiestad","Belgium"
"Barajasburgh","Brunei Darussalam"
"West Mistyside","Guernsey"
"Theresaview","Colombia"
"Smithside","Bouvet Island (Bouvetoya)"
"Underwoodland","El Salvador"
"West Jared","Vanuatu"
"South Jaimeport","Nigeria"
"Edwardstown","Holy See (Vatican City State)"
"Odomfurt","Ecuador"
"West Charles","Heard Island and McDonald Islands"
"New Josephborough","Saint Pierre and Miquelon"
"Charlotteborough","Heard Island and McDonald Islands"
"Christopherside","Spain"
"West Nicole","Christmas Island"
"Taylormouth","Qatar"
"Port Ryan","Grenada"
"New Jasonbury","Saint Martin"
"East Deborah","Portugal"
"Matthewview","Luxembourg"
"West Samanthastad","Iceland"
"New Brian","Denmark"
"Wheelerside","Brunei Darussalam"
"West Paulchester","Falkland Islands (Malvinas)"
"Keithhaven","British Virgin Islands"
"South Jamesmouth","Egypt"
"East Scottport","Sudan"
"Gilbertburgh","Kazakhstan"
"Vanessaburgh","Niger"
"New Rayton","Marshall Islands"
"Lake Alexischester","Cayman Islands"
"South Anthonyton","Guernsey"
"North Jason","Germany"
"Craneshire","Ethiopia"
"Taylorville","Gabon"
"Wandaside","Sudan"
"Josephton","Mongolia"
"Port Christophershire","Kenya"
"New Markport","Ukraine"
"New Ashleyborough","Costa Rica"
"North Sean","South Africa"
"Bautistastad","Haiti"
"South William","Romania"
"Morrisview","Sierra Leone"
"Richardstad","Sri Lanka"
"New Jamieborough","Iceland"
"Port Leeport","Portugal"
"East John","Netherlands"
"South Ericfort","New Caledonia"
"West Patricia","Indonesia"
"Cookbury","Russian Federation"
"West Ericport","Myanmar"
"Lake Raymond","New Zealand"
"Port Carolburgh","Kiribati"
"Moralesshire","Barbados"
"Mirandaside","Timor-Leste"
"West Davidtown","Solomon Islands"
"Lake Brian","Angola"
"Emmaville","Sweden"
"New Nicholeton","Namibia"
"North Kelseyville","Falkland Islands (Malvinas)"
"West Michael","Azerbaijan"
"New Amanda","Somalia"
"East Williamfurt","Antigua and Barbuda"
"West Kimberlyborough","Slovenia"
"Brownfurt","Belgium"
"New John","Lesotho"
"West Sara","Saint Lucia"
"Maryton","Turks and Caicos Islands"
"North Melissa","French Polynesia"
"West Nicholastown","Andorra"
"Jeremiahfurt","Netherlands"
"New Jacquelinefurt","Azerbaijan"
"Mcdonaldtown","Cambodia"
"Larrymouth","Mexico"
"Thomaschester","Macedonia"
"New Marcus","Monaco"
"South Williamtown","Mali"
"Bauermouth","Guinea"
"Kaylashire","Korea"
"Dawnburgh","Panama"
"South Justinhaven","Montenegro"
"East Sandrafort","Armenia"
"Kristinburgh","Guam"
"South Matthewchester","Heard Island and McDonald Islands"
"Ericport","Palau"
"Marietown","Niue"
"Lake Jessica","Solomon Islands"
"Callahanfort","Saudi Arabia"
"North Amandahaven","Brazil"
"Duaneville","Norway"
"Katiehaven","Jordan"
"Nicholasport","Oman"
"New Kennethburgh","Lao People's Democratic Republic"
"East Melaniefort","French Southern Territories"
"South Kathleenmouth","Taiwan"
"Lake Pamela","Jamaica"
"Erikaside","Jamaica"
"East Jacob","Sweden"
"Danielsborough","Palestinian Territory"
"New Linda","Micronesia"
"New Alexander","Denmark"
"New Amandaview","Vanuatu"
"Gregoryberg","Germany"
"West Michellestad","Norway"
"Hestertown","Macao"
"Moralesside","Nepal"
"Michelefurt","Holy See (Vatican City State)"
"West Larrybury","Italy"
"Dianemouth","Central African Republic"
"North Alexandratown","Jordan"
"Lorimouth","Libyan Arab Jamahiriya"
"Coxhaven","Liberia"
"Melissaburgh","American Samoa"
"Jodimouth","Japan"
"Brownport","Reunion"
"East Cynthia","El Salvador"
"Jonathanside","United Kingdom"
"Brookston","Croatia"
"Elizabethview","Monaco"
"Lawsonside","Saint Martin"
"Martinezborough","Saint Pierre and Miquelon"
"Julieside","Macao"
"Aaronshire","Afghanistan"
"Hughesshire","Peru"
"Mcdanieltown","Holy See (Vatican City State)"
"Barberhaven","Cayman Islands"
"New Jared","Malta"
"East Peter","Nauru"
"Griffinmouth","Guinea-Bissau"
"Hensleyfort","Malta"
"Lake Jamesview","Jamaica"
"South Leslieshire","Guatemala"
"Lake Katherinebury","Slovakia (Slovak Republic)"
"New Andrew","Mayotte"
"Lake Roberttown","Thailand"
"New Travis","Tuvalu"
"New Timothy","Bolivia"
"Kathleenmouth","Palestinian Territory"
"Elizabethstad","Bolivia"
"North Timothy","Marshall Islands"
"Parkborough","Serbia"
"Reevesfort","Venezuela"
"South Heathermouth","Morocco"
"New Mark","Switzerland"
"North Erin","Switzerland"
"Pamelahaven","Cambodia"
"South Rhondamouth","Haiti"
"East Robert","Afghanistan"
"New Robert","Cote d'Ivoire"
"Lisabury","Fiji"
"Port Kurttown","Chile"
"Christinaton","Peru"
"Jacobsstad","Korea"
"Lindafort","Cameroon"
"Wagnerview","China"
"Munozside","Bermuda"
"Snyderstad","Namibia"
"North Christine","Afghanistan"
"Port Jared","Germany"
"North Alison","Latvia"
"Ericchester","Korea"
"Kingport","Netherlands"
"East Jotown","Ghana"
"Wellsport","Burundi"
"Port Matthew","Tajikistan"
"Dawnmouth","Slovenia"
"Brandyport","Maldives"
"North Brandon","Gibraltar"
"North Stephanie","Andorra"
"West Kelly","Faroe Islands"
"Phillipsview","Tunisia"
"Carlosfort","Guatemala"
"New Garybury","Falkland Islands (Malvinas)"
"Woodchester","Norfolk Island"
"Lake Adamfort","Antigua and Barbuda"
"West Joel","India"
"East Debra","Cameroon"
"Port Jessica","Afghanistan"
"East Ethanton","United States Virgin Islands"
"Colemanburgh","Bouvet Island (Bouvetoya)"
"Port Donaldtown","Niger"
"West Kenneth","Burkina Faso"
"Lynnport","Maldives"
"West Sara","Denmark"
"Lake Marvinhaven","Mozambique"
"Andersonville","Guernsey"
"Port Sally","Afghanistan"
"Lake Roberthaven","Spain"
"East Patricia","Saint Helena"
"Greerville","Palestinian Territory"
"Lake Patricialand","Finland"
"East Andreaton","British Indian Ocean Territory (Chagos Archipelago)"
"East Rogershire","British Indian Ocean Territory (Chagos Archipelago)"
"Maryshire","Micronesia"
"East Lawrence","Mayotte"
"Coletown","New Zealand"
"West Haley","Saint Vincent and the Grenadines"
"Port Robin","Saint Kitts and Nevis"
"Lake Karenfurt","Iran"
"Port Marcfort","Benin"
"Sonyafort","Macedonia"
"Myersburgh","Equatorial Guinea"
"Port Angelaview","Guam"
"Davidmouth","Montenegro"
"North Monique","Yemen"
"New Adambury","Venezuela"
"Sandersshire","Tajikistan"
"Clineburgh","Costa Rica"
"Port Matthew","Egypt"
"Port Deniseside","Vietnam"
"New Johntown","Myanmar"
"Port Alexandriafort","Bulgaria"
"Davisbury","Antigua and Barbuda"
"East Joshua","Saint Martin"
"New Micheleberg","Peru"
"North Michaelfort","Bouvet Island (Bouvetoya)"
"South Rachel","United Kingdom"
"Port Richardtown","Rwanda"
"New Natalieton","Palau"
"New Kristenmouth","Ecuador"
"Staceystad","Turks and Caicos Islands"
"South Kevinborough","French Guiana"
"Howardhaven","Israel"
"North Suzanne","Mali"
"Francisbury","Micronesia"
"Raytown","Andorra"
"New Christian","Singapore"
"Oliverville","Wallis and Futuna"
"East Benjamin","Netherlands"
"South Joseph","Tokelau"
"Marymouth","Falkland Islands (Malvinas)"
"Port Shawn","Haiti"
"South Steven","Bulgaria"
"Georgemouth","Libyan Arab Jamahiriya"
"North Nicole","Korea"
"North Juliaborough","Luxembourg"
"Chadmouth","Saudi Arabia"
"Lake Dustinhaven","Dominican Republic"
"Nicholasfort","Poland"
"New George","Cook Islands"
"Lawsonview","Kyrgyz Republic"
"South Teresafurt","Suriname"
"North Kendraville","Uzbekistan"
"Clarkhaven","Oman"
"Jonathanshire","Suriname"
"Gonzalesmouth","South Africa"
"West Miguel","Qatar"
"Tamaratown","Norway"
"East Taylorview","United States Virgin Islands"
"South Janet","Mauritania"
"North Joseph","Denmark"
"Lake Daniel","Angola"
"North Megan","Greece"
"Lake Jason","Tajikistan"
"Lake Charles","Trinidad and Tobago"
"Danielside","Hong Kong"
"Justinfort","Thailand"
"North Dawn","Northern Mariana Islands"
"West Jason","Saint Vincent and the Grenadines"
"Garciatown","Libyan Arab Jamahiriya"
"Elliottberg","Myanmar"
"Debraville","Mali"
"New Johnfort","Cocos (Keeling) Islands"
"Bassburgh","Morocco"
"Tranland","Timor-Leste"
"New Johnny","Panama"
"Lake Brian","Papua New Guinea"
"Taylorfurt","Malta"
"East Jennifer","Holy See (Vatican City State)"
"Adamfort","Singapore"
"Leeton","Germany"
"Port Jessicaside","Seychelles"
"Tiffanytown","Svalbard & Jan Mayen Islands"
"West Erikside","Guam"
"South Pamelabury","Tunisia"
"Hansenbury","Saint Lucia"
"Sarahland","China"
"West Cody","Germany"
"Savannahton","Macao"
"North Richardton","Rwanda"
"Robersonmouth","Antarctica (the territory South of 60 deg S)"
"East Erica","Poland"
"East Annachester","Tunisia"
"Phamview","Denmark"
"New Brian","United States of America"
"East David","Korea"
"New Richardhaven","Nepal"
"Patrickfort","Ecuador"
"East Edward","Nicaragua"
"South Kimtown","Mauritania"
"East Brendaland","Lebanon"
"South Michael","Comoros"
"Port Meganside","Gambia"
"Port Billy","Czech Republic"
"South Daniel","Sudan"
"Lisaside","Japan"
"South Dana","Belarus"
"Port Amandabury","Dominican Republic"
"Lake Meghanchester","Singapore"
"Port Michaelborough","Nigeria"
"Hensonfurt","Gambia"
"Port Kevinshire","Tonga"
"Lake Reneemouth","Anguilla"
"South Ryanville","Tonga"
"North Christophermouth","Bosnia and Herzegovina"
"New Jacob","Syrian Arab Republic"
"North Kyle","Ghana"
"Guzmanfurt","Czech Republic"
"Port Brett","Trinidad and Tobago"
"Edwardbury","Bulgaria"
"New Matthewton","Iceland"
"Matthewside","United States of America"
"Tuckerville","Lebanon"
"Shepherdbury","Uzbekistan"
"Hodgestad","Vietnam"
"Allenstad","Belarus"
"East Claudia","Comoros"
"East Angela","American Samoa"
"Lewisfort","Luxembourg"
"Sotomouth","Syrian Arab Republic"
"Michellehaven","Eritrea"
"West Alexisborough","Jordan"
"Port Steventon","Albania"
"West Calvintown","Tanzania"
"Maryshire","Kiribati"
"New Randy","Argentina"
"Lorimouth","Western Sahara"
"North Gregoryfurt","Mozambique"
"West Bruce","Yemen"
"Lake Jessicahaven","Mozambique"
"New Jennaland","Sri Lanka"
"Kelseyview","Solomon Islands"
"Browntown","Hong Kong"
"Rodriguezland","Azerbaijan"
"New Nicholas","Belarus"
"Julieborough","Turkmenistan"
"New Kathy","Niger"
"South Stephanie","Taiwan"
"Port Ashleyport","Macedonia"
"Rogersburgh","Switzerland"
"East Suzanneburgh","Rwanda"
"New Meghan","Indonesia"
"Beckside","Eritrea"
"Scotthaven","Tonga"
"Port Deniseville","Egypt"
"Ericaborough","Sierra Leone"
"East Richardfurt","Nepal"
"Crossstad","Israel"
"Fostershire","Northern Mariana Islands"
"Kyleville","United Kingdom"
"South Amber","Sweden"
"Lake Andrewmouth","Guernsey"
"Lake Nicole","Korea"
"Ashleyborough","Kuwait"
"Lake Christophershire","Sierra Leone"
"South Christopherfurt","Kyrgyz Republic"
"South Rebecca","Grenada"
"South Christina","Estonia"
"New Mary","Equatorial Guinea"
"Smithhaven","Central African Republic"
"Harrellbury","Saint Barthelemy"
"Cooperport","Antigua and Barbuda"
"New Amandaberg","Tajikistan"
"Kristinbury","Martinique"
"West Joseph","Montenegro"
"Lake Anthony","Hungary"
"South Anneville","Iran"
"South Justin","Guernsey"
"Nunezbury","Malaysia"
"South Christopher","Japan"
"South Alyssa","Syrian Arab Republic"
"Victoriaborough","Northern Mariana Islands"
"Lake Angelaside","Cyprus"
"Ashleyfurt","Croatia"
"New Cheryltown","Oman"
"Crawfordfort","Senegal"
"Lake Danaburgh","Iceland"
"Rodriguezfurt","Pakistan"
"Timothyshire","Peru"
"Ortizhaven","Pitcairn Islands"
"Whitetown","Belarus"
"Davidberg","Djibouti"
"Garrettville","Saint Lucia"
"Lake George","Benin"
"East Judy","Saint Pierre and Miquelon"
"Robersonport","Northern Mariana Islands"
"Lyonstown","Benin"
"New Danny","Mauritania"
"West Monica","Bangladesh"
"Lindsayland","Macedonia"
"Beanton","Micronesia"
"Hopkinschester","Bahrain"
"Mccormickstad","Lao People's Democratic Republic"
"East Melissaberg","Chile"
"Scottbury","Macao"
"Port Jonathan","Latvia"
"Port Breannashire","Russian Federation"
"Brianmouth","Djibouti"
"New Jay","Malaysia"
"Gregoryview","Dominica"
"Morrisstad","Guinea"
"New Heather","Palau"
"Goldenshire","Bahrain"
"Blackhaven","Venezuela"
"Burtonstad","Morocco"
"North Mikayla","Turkmenistan"
"Port Rayside","Samoa"
"Amandafurt","Poland"
"Williamview","Pakistan"
"South Samantha","Norway"
"South Christopher","Qatar"
"New Nicholasside","Heard Island and McDonald Islands"
"New Melissa","Guam"
"Kathleentown","Montserrat"
"Greenside","Faroe Islands"
"New Tylerchester","Liberia"
"Ashleyberg","Svalbard & Jan Mayen Islands"
"Meltonview","New Caledonia"
"Velasquezport","Kazakhstan"
"Jamieberg","Christmas Island"
"West Mario","Korea"
"Lambertfurt","Guam"
"East Bryanborough","Hong Kong"
"Port Jason","Estonia"
"Keithchester","South Africa"
"Moorebury","China"
"West Michaelborough","Ghana"
"North Nancyfort","British Virgin Islands"
"New Laurenshire","Indonesia"
"Lesliemouth","Palau"
"South Christina","Pakistan"
"Nicolechester","Greece"
"Shannonberg","Costa Rica"
"Lovefort","Belarus"
"Davidton","Jersey"
"Stewartberg","Equatorial Guinea"
"South Joshuaberg","Marshall Islands"
"Palmermouth","Croatia"
"North Michaelhaven","Cuba"
"Dyerport","Bosnia and Herzegovina"
"Grossland","San Marino"
"Alyssamouth","Nauru"
"Margaretberg","Svalbard & Jan Mayen Islands"
"Hodgesberg","Suriname"
"Hawkinsside","Macao"
"Greenberg","Kyrgyz Republic"
"Christinaberg","Christmas Island"
"Port Nicholas","Ecuador"
"South Ashleyport","Senegal"
"North Rachel","French Guiana"
"Frankshire","New Zealand"
"Allisonchester","Guyana"
"South Stephanieside","Finland"
"Evanschester","Kazakhstan"
"Gabrielafurt","Moldova"
"North Kristinstad","Eritrea"
"Port Michaelborough","Israel"
"Port Shannonfurt","Suriname"
"Guzmantown","Kuwait"
"Kristaport","United States Virgin Islands"
"Veronicachester","Sudan"
"East Heather","Syrian Arab Republic"
"North Donald","Guam"
"Tinaburgh","Korea"
"North Kristenton","Liberia"
"North Jacob","Jersey"
"Dawsonfort","Venezuela"
"Lake Jefferyburgh","Austria"
"Kennethburgh","Sudan"
"Jeffreyton","Mayotte"
"North Christopherhaven","Peru"
"Adamsfurt","Haiti"
"East Lori","Cote d'Ivoire"
"Shanehaven","Solomon Islands"
"Cookton","Mozambique"
"New Taratown","Tanzania"
"Conniefort","Niger"
"Charlesland","Wallis and Futuna"
"Mercedeschester","Russian Federation"
"Lake Jeffreyville","Togo"
"Susanmouth","Thailand"
"Lake Danielville","Denmark"
"Robertstad","India"
"Lake Michael","Cuba"
"Michelleberg","Togo"
"South Christina","Lao People's Democratic Republic"
"West Meganhaven","Bahamas"
"East Nicholasburgh","United States of America"
"Avilaborough","American Samoa"
"Lake Johnborough","Egypt"
"New Thomas","Gambia"
"Andrewsfort","Australia"
"Port Brandi","Angola"
"Brandimouth","Lithuania"
"Lake Christopherland","Ireland"
"Hallmouth","Belarus"
"Kimberlyfurt","Iceland"
"West Gregorymouth","Sao Tome and Principe"
"Port Paula","Mongolia"
"South Lisabury","Korea"
"Davischester","Brazil"
"Brittanystad","Algeria"
"Wallaceton","Saint Martin"
"Lewistown","United Arab Emirates"
"Lake Bobby","Timor-Leste"
"West Robertstad","Cote d'Ivoire"
"Heatherbury","Argentina"
"Jamesland","Samoa"
"Carrview","Taiwan"
"New Todd","Malta"
"Matthewfurt","Saint Barthelemy"
"Karenborough","Aruba"
"Michaelview","Bouvet Island (Bouvetoya)"
"Lake Nicoletown","Panama"
"Lisashire","Honduras"
"West Ravenport","Zimbabwe"
"Anthonychester","Papua New Guinea"
"Lake Kevin","Iceland"
"Catherinestad","Norway"
"Aliciaview","Seychelles"
"South Robertmouth","Vanuatu"
"Hermanshire","Fiji"
"Bakerfurt","Somalia"
"Kevinburgh","New Zealand"
"Port Kimberlyland","Romania"
"New Christopher","Estonia"
"Wilsonshire","Tajikistan"
"New Daniel","Saint Lucia"
